Calculating the offsets...
timestamp_before, timestamp_after, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1487802250.478152, 1487802250.478152, -1.076294, -0.165955, -0.337830, +1.217165, +1.707969, +2.420190 
1487802250.481895, 1487802250.481895, -1.076294, -0.165955, -0.337830, +1.217165, +1.707969, +2.420190 
1487802250.485749, 1487802250.485749, -1.076294, -0.165955, -0.337830, +1.591006, +1.663108, +2.106164 
1487802250.489729, 1487802250.489729, -1.076294, -0.165955, -0.337830, +1.591006, +1.663108, +2.106164 
1487802250.493695, 1487802250.493695, -1.080139, -0.162598, -0.339844, +1.591006, +1.663108, +2.106164 
1487802250.497440, 1487802250.497440, -1.080139, -0.162598, -0.339844, +1.396609, +1.962180, +1.859430 
1487802250.501486, 1487802250.501486, -1.080139, -0.162598, -0.339844, +1.396609, +1.962180, +1.859430 
1487802250.505997, 1487802250.505997, -1.080139, -0.162598, -0.339844, +1.396609, +1.962180, +1.859430 
1487802250.509778, 1487802250.509778, -1.080139, -0.162598, -0.339844, +1.329317, +1.700492, +1.964105 
1487802250.513516, 1487802250.513516, -1.074951, -0.168152, -0.333740, +1.329317, +1.700492, +1.964105 
1487802250.517254, 1487802250.517254, -1.074951, -0.168152, -0.333740, +1.329317, +1.700492, +1.964105 
1487802250.521056, 1487802250.521056, -1.074951, -0.168152, -0.333740, +1.478853, +1.812644, +1.896814 
1487802250.525642, 1487802250.525642, -1.074951, -0.168152, -0.333740, +1.478853, +1.812644, +1.896814 
1487802250.529392, 1487802250.529392, -1.074951, -0.168152, -0.333740, +1.591006, +1.984611, +1.395868 
1487802250.533124, 1487802250.533124, -1.074951, -0.162781, -0.339233, +1.591006, +1.984611, +1.395868 
1487802250.537868, 1487802250.537868, -1.077148, -0.162781, -0.339233, +1.591006, +1.984611, +1.395868 
1487802250.541612, 1487802250.541612, -1.077148, -0.162781, -0.339233, +1.411562, +1.790214, +1.336053 
1487802250.545345, 1487802250.545345, -1.077148, -0.162781, -0.339233, +1.411562, +1.790214, +1.336053 
1487802250.549171, 1487802250.549171, -1.077148, -0.162781, -0.339233, +1.411562, +1.790214, +1.336053 
1487802250.553151, 1487802250.553151, -1.078003, -0.165344, -0.343811, +1.583529, +1.842552, +0.992120 
1487802250.556905, 1487802250.556905, -1.078003, -0.165344, -0.343811, +1.583529, +1.842552, +0.992120 
1487802250.560699, 1487802250.560699, -1.078003, -0.165344, -0.343811, +1.583529, +1.842552, +0.992120 
1487802250.564432, 1487802250.564432, -1.078003, -0.165344, -0.343811, +1.501284, +1.498618, +0.902399 
1487802250.568215, 1487802250.568215, -1.078003, -0.165344, -0.343811, +1.501284, +1.498618, +0.902399 
1487802250.573175, 1487802250.573175, -1.075439, -0.166260, -0.338867, +1.815310, +1.483665, +0.797723 
1487802250.576914, 1487802250.576914, -1.075439, -0.166260, -0.338867, +1.815310, +1.483665, +0.797723 
1487802250.580703, 1487802250.580703, -1.075439, -0.166260, -0.338867, +1.815310, +1.483665, +0.797723 
1487802250.585250, 1487802250.585250, -1.075439, -0.166260, -0.338867, +1.351748, +1.446281, +0.715478 
1487802250.589061, 1487802250.589061, -1.075439, -0.166260, -0.338867, +1.351748, +1.446281, +0.715478 
1487802250.592797, 1487802250.592797, -1.074036, -0.167480, -0.339294, +1.351748, +1.446281, +0.715478 
1487802250.596535, 1487802250.596535, -1.074036, -0.167480, -0.339294, +0.895663, +1.498618, +0.491174 
1487802250.601331, 1487802250.601331, -1.074036, -0.167480, -0.339294, +0.895663, +1.498618, +0.491174 
1487802250.605069, 1487802250.605069, -1.074036, -0.167480, -0.339294, +0.895663, +1.603294, +0.506128 
1487802250.608820, 1487802250.608820, -1.074036, -0.167480, -0.339294, +0.970431, +1.603294, +0.506128 
1487802250.612553, 1487802250.612553, -1.074036, -0.166870, -0.342957, +0.970431, +1.603294, +0.506128 
1487802250.616291, 1487802250.616291, -1.075012, -0.166870, -0.342957, +0.701266, +1.364036, +0.184625 
1487802250.620093, 1487802250.620093, -1.075012, -0.166870, -0.342957, +0.701266, +1.364036, +0.184625 
1487802250.623829, 1487802250.623829, -1.075012, -0.166870, -0.342957, +0.701266, +1.364036, +0.184625 
